,ppid,targetoccurence,targetnumber,trialn,CurrentAudio,RT,ResponseCategory,Target1,Target2,Target3
0,2,0.2,1,0,o,0.6496967424833073,1,o,,
1,2,0.2,1,0,t,-1,4,o,,
2,2,0.2,1,0,f,-1,4,o,,
3,2,0.2,1,0,h,-1,4,o,,
4,2,0.2,1,0,t,-1,4,o,,
5,2,0.2,1,0,o,0.6821816550709485,1,o,,
6,2,0.2,1,0,i,-1,4,o,,
7,2,0.2,1,0,n,-1,4,o,,
8,2,0.2,1,0,r,-1,4,o,,
9,2,0.2,1,0,h,-1,4,o,,
10,2,0.2,1,0,r,-1,4,o,,
11,2,0.2,1,0,o,0.6155929874510306,1,o,,
13,2,0.8,1,1,z,0.8331055845687558,1,z,,
14,2,0.8,1,1,z,0.7822021509504964,1,z,,
15,2,0.8,1,1,z,0.7488092618434621,1,z,,
16,2,0.8,1,1,z,0.7987621575429813,1,z,,
17,2,0.8,1,1,i,-1,4,z,,
18,2,0.8,1,1,z,0.7154480673955277,1,z,,
19,2,0.8,1,1,z,0.598907107783873,1,z,,
20,2,0.8,1,1,z,0.8487379941386024,1,z,,
21,2,0.8,1,1,z,0.8154438112555766,1,z,,
22,2,0.8,1,1,r,-1,4,z,,
23,2,0.8,1,1,z,0.7154067134117525,1,z,,
24,2,0.8,1,1,r,-1,4,z,,
25,2,0.8,1,1,i,-1,4,z,,
27,2,0.8,3,2,o,0.7498850691290642,1,o,z,b
28,2,0.8,3,2,b,1.14871405712465,1,o,z,b
29,2,0.8,3,2,o,-1,2,o,z,b
30,2,0.8,3,2,b,0.11546424676436118,1,o,z,b
31,2,0.8,3,2,b,0.7988270561306337,1,o,z,b
32,2,0.8,3,2,b,0.6988681384458886,1,o,z,b
33,2,0.8,3,2,b,0.6487033413113323,1,o,z,b
34,2,0.8,3,2,i,-1,4,o,z,b
35,2,0.8,3,2,z,-1,2,o,z,b
36,2,0.8,3,2,z,0.9655107775424341,1,o,z,b
37,2,0.8,3,2,b,-1,2,o,z,b
38,2,0.8,3,2,z,1.398732998456623,1,o,z,b
39,2,0.8,3,2,z,-1,2,o,z,b
41,2,0.4,1,3,i,-1,4,o,,
42,2,0.4,1,3,o,0.49877371854719854,1,o,,
43,2,0.4,1,3,f,-1,4,o,,
44,2,0.4,1,3,r,-1,4,o,,
45,2,0.4,1,3,a,-1,4,o,,
46,2,0.4,1,3,n,-1,4,o,,
47,2,0.4,1,3,o,0.415551995691942,1,o,,
48,2,0.4,1,3,i,-1,4,o,,
49,2,0.4,1,3,t,-1,4,o,,
50,2,0.4,1,3,n,-1,4,o,,
51,2,0.4,1,3,o,0.46553417121936036,1,o,,
52,2,0.4,1,3,m,-1,4,o,,
53,2,0.4,1,3,s,-1,4,o,,
55,2,0.8,3,4,b,0.9827973464627746,1,o,z,b
56,2,0.8,3,4,n,-1,4,o,z,b
57,2,0.8,3,4,z,1.0824079247514362,1,o,z,b
58,2,0.8,3,4,z,0.8154999560802594,1,o,z,b
59,2,0.8,3,4,o,0.9654700272664627,1,o,z,b
60,2,0.8,3,4,z,1.2153425694588407,1,o,z,b
61,2,0.8,3,4,z,0.9154401588234293,1,o,z,b
62,2,0.8,3,4,z,1.0321631363344181,1,o,z,b
63,2,0.8,3,4,z,0.9654147880034998,1,o,z,b
64,2,0.8,3,4,z,0.9988197512663533,1,o,z,b
65,2,0.8,3,4,o,-1,2,o,z,b
66,2,0.8,3,4,z,1.098864395457582,1,o,z,b
67,2,0.8,3,4,m,-1,4,o,z,b
69,2,0.6,1,5,y,-1,4,z,,
70,2,0.6,1,5,z,0.698843084572502,1,z,,
71,2,0.6,1,5,z,0.6657266936342978,1,z,,
72,2,0.6,1,5,z,0.6321206956766332,1,z,,
73,2,0.6,1,5,f,-1,4,z,,
74,2,0.6,1,5,z,0.6655908593810693,1,z,,
75,2,0.6,1,5,z,0.6656098761765179,1,z,,
76,2,0.6,1,5,z,0.5321829077646214,1,z,,
77,2,0.6,1,5,f,-1,4,z,,
78,2,0.6,1,5,z,0.5708202064620309,1,z,,
79,2,0.6,1,5,z,0.49887061364782426,1,z,,
80,2,0.6,1,5,s,-1,4,z,,
81,2,0.6,1,5,z,0.6656119891537742,1,z,,
83,2,0.6,2,6,b,1.0664875465647299,1,o,b,
84,2,0.6,2,6,o,0.9822446519790446,1,o,b,
85,2,0.6,2,6,o,0.9655174183281474,1,o,b,
86,2,0.6,2,6,o,0.6655087551213228,1,o,b,
87,2,0.6,2,6,n,-1,4,o,b,
88,2,0.6,2,6,h,-1,4,o,b,
89,2,0.6,2,6,a,-1,4,o,b,
90,2,0.6,2,6,b,0.6487561657431513,1,o,b,
91,2,0.6,2,6,o,0.8989085264971948,1,o,b,
92,2,0.6,2,6,s,-1,4,o,b,
93,2,0.6,2,6,a,-1,4,o,b,
94,2,0.6,2,6,b,0.7654281299456898,1,o,b,
95,2,0.6,2,6,b,0.6705986155169228,1,o,b,
96,2,0.6,2,6,y,-1,4,o,b,
98,2,0.2,2,7,m,-1,4,z,o,
99,2,0.2,2,7,z,0.8320992036792632,1,z,o,
100,2,0.2,2,7,r,-1,4,z,o,
101,2,0.2,2,7,h,-1,4,z,o,
102,2,0.2,2,7,k,-1,4,z,o,
103,2,0.2,2,7,o,0.8155090116971451,1,z,o,
104,2,0.2,2,7,a,-1,4,z,o,
105,2,0.2,2,7,f,-1,4,z,o,
106,2,0.2,2,7,h,-1,4,z,o,
107,2,0.2,2,7,n,-1,4,z,o,
108,2,0.2,2,7,y,-1,4,z,o,
109,2,0.2,2,7,k,-1,4,z,o,
110,2,0.2,2,7,o,0.9989567929351892,1,z,o,
112,2,0.6,3,8,b,0.9165250217259313,1,o,z,b
113,2,0.6,3,8,z,1.1655125282950394,1,o,z,b
114,2,0.6,3,8,o,-1,2,o,z,b
115,2,0.6,3,8,b,0.13218906558404342,1,o,z,b
116,2,0.6,3,8,t,0.3654729250638411,3,o,z,b
117,2,0.6,3,8,h,-1,4,o,z,b
118,2,0.6,3,8,o,0.8487663684048812,1,o,z,b
119,2,0.6,3,8,s,-1,4,o,z,b
120,2,0.6,3,8,z,1.082050529738467,1,o,z,b
121,2,0.6,3,8,h,-1,4,o,z,b
122,2,0.6,3,8,o,-1,2,o,z,b
123,2,0.6,3,8,t,-1,4,o,z,b
124,2,0.6,3,8,i,-1,4,o,z,b
125,2,0.6,3,8,j,-1,4,o,z,b
127,2,0.2,3,9,i,-1,4,z,b,o
128,2,0.2,3,9,f,-1,4,z,b,o
129,2,0.2,3,9,y,-1,4,z,b,o
130,2,0.2,3,9,a,-1,4,z,b,o
131,2,0.2,3,9,n,-1,4,z,b,o
132,2,0.2,3,9,j,-1,4,z,b,o
133,2,0.2,3,9,r,-1,4,z,b,o
134,2,0.2,3,9,o,0.6822414221423401,1,z,b,o
135,2,0.2,3,9,a,-1,4,z,b,o
136,2,0.2,3,9,o,1.0488173213425398,1,z,b,o
137,2,0.2,3,9,j,-1,4,z,b,o
138,2,0.2,3,9,j,-1,4,z,b,o
139,2,0.2,3,9,h,-1,4,z,b,o
140,2,0.2,3,9,h,-1,4,z,b,o
142,2,0.4,3,10,b,0.8997639804387063,1,o,b,z
143,2,0.4,3,10,s,-1,4,o,b,z
144,2,0.4,3,10,j,-1,4,o,b,z
145,2,0.4,3,10,j,-1,4,o,b,z
146,2,0.4,3,10,n,-1,4,o,b,z
147,2,0.4,3,10,n,-1,4,o,b,z
148,2,0.4,3,10,z,0.8321595744584442,1,o,b,z
149,2,0.4,3,10,o,-1,2,o,b,z
150,2,0.4,3,10,o,0.865519863344673,1,o,b,z
151,2,0.4,3,10,z,1.1988387076910385,1,o,b,z
152,2,0.4,3,10,o,0.9989335501851997,1,o,b,z
153,2,0.4,3,10,m,-1,4,o,b,z
154,2,0.4,3,10,z,0.9821577180569534,1,o,b,z
156,2,0.6,2,11,z,1.066233385584212,1,b,z,
157,2,0.6,2,11,y,-1,4,b,z,
158,2,0.6,2,11,z,-1,2,b,z,
159,2,0.6,2,11,z,1.0986938480063486,1,b,z,
160,2,0.6,2,11,f,-1,4,b,z,
161,2,0.6,2,11,b,0.7655977718353029,1,b,z,
162,2,0.6,2,11,z,1.065561458811601,1,b,z,
163,2,0.6,2,11,z,0.8488188909827272,1,b,z,
164,2,0.6,2,11,z,0.9655020237794361,1,b,z,
165,2,0.6,2,11,m,1.1655454303697184,3,b,z,
166,2,0.6,2,11,b,1.1487780501506109,1,b,z,
167,2,0.6,2,11,h,-1,4,b,z,
168,2,0.6,2,11,m,-1,4,b,z,
169,2,0.6,2,11,t,-1,4,b,z,
171,2,0.6,1,12,z,0.6998615396178707,1,z,,
172,2,0.6,1,12,z,0.6656162151083436,1,z,,
173,2,0.6,1,12,n,-1,4,z,,
174,2,0.6,1,12,z,0.6821644493988401,1,z,,
175,2,0.6,1,12,z,0.8654996391337022,1,z,,
176,2,0.6,1,12,z,0.7320877634165868,1,z,,
177,2,0.6,1,12,z,0.5987202602221942,1,z,,
178,2,0.6,1,12,a,-1,4,z,,
179,2,0.6,1,12,k,-1,4,z,,
180,2,0.6,1,12,t,-1,4,z,,
181,2,0.6,1,12,z,0.7821668340446877,1,z,,
182,2,0.6,1,12,z,0.8488285503074167,1,z,,
184,2,0.4,2,13,j,-1,4,b,o,
185,2,0.4,2,13,n,-1,4,b,o,
186,2,0.4,2,13,m,-1,4,b,o,
187,2,0.4,2,13,o,-1,2,b,o,
188,2,0.4,2,13,o,1.3488205511791307,1,b,o,
189,2,0.4,2,13,b,0.9988879702468694,1,b,o,
190,2,0.4,2,13,b,0.8034460244483626,1,b,o,
191,2,0.4,2,13,m,-1,4,b,o,
192,2,0.4,2,13,i,-1,4,b,o,
193,2,0.4,2,13,f,-1,4,b,o,
194,2,0.4,2,13,b,0.6488666442691056,1,b,o,
195,2,0.4,2,13,a,-1,4,b,o,
196,2,0.4,2,13,b,0.8155717973075411,1,b,o,
197,2,0.4,2,13,b,0.6655682203388551,1,b,o,
199,2,0.4,2,14,r,-1,4,o,z,
200,2,0.4,2,14,z,-1,2,o,z,
201,2,0.4,2,14,k,0.06551195477260308,3,o,z,
202,2,0.4,2,14,t,-1,4,o,z,
203,2,0.4,2,14,o,0.7489281922785267,1,o,z,
204,2,0.4,2,14,m,-1,4,o,z,
205,2,0.4,2,14,o,0.5988639426767577,1,o,z,
206,2,0.4,2,14,n,-1,4,o,z,
207,2,0.4,2,14,o,0.6488258939931484,1,o,z,
208,2,0.4,2,14,o,0.6154743588698466,1,o,z,
209,2,0.4,2,14,j,-1,4,o,z,
210,2,0.4,2,14,m,-1,4,o,z,
211,2,0.4,2,14,k,0.2822047167086339,3,o,z,
213,2,0.2,1,15,n,-1,4,b,,
214,2,0.2,1,15,a,-1,4,b,,
215,2,0.2,1,15,b,0.48221371195472784,1,b,,
216,2,0.2,1,15,n,-1,4,b,,
217,2,0.2,1,15,y,-1,4,b,,
218,2,0.2,1,15,m,-1,4,b,,
219,2,0.2,1,15,j,-1,4,b,,
220,2,0.2,1,15,s,-1,4,b,,
221,2,0.2,1,15,a,-1,4,b,,
222,2,0.2,1,15,r,-1,4,b,,
223,2,0.2,1,15,h,-1,4,b,,
224,2,0.2,1,15,k,-1,4,b,,
225,2,0.2,1,15,m,-1,4,b,,
227,2,0.4,1,16,k,-1,4,o,,
228,2,0.4,1,16,t,-1,4,o,,
229,2,0.4,1,16,f,-1,4,o,,
230,2,0.4,1,16,o,0.5821164848148328,1,o,,
231,2,0.4,1,16,n,-1,4,o,,
232,2,0.4,1,16,o,0.6654553269817711,1,o,,
233,2,0.4,1,16,f,-1,4,o,,
234,2,0.4,1,16,o,0.6654830975401751,1,o,,
235,2,0.4,1,16,o,0.6988611958063302,1,o,,
236,2,0.4,1,16,t,-1,4,o,,
237,2,0.4,1,16,f,-1,4,o,,
238,2,0.4,1,16,a,-1,4,o,,
239,2,0.4,1,16,k,-1,4,o,,
240,2,0.4,1,16,o,0.8154730910836179,1,o,,
242,2,0.6,3,17,m,-1,4,o,b,z
243,2,0.6,3,17,f,-1,4,o,b,z
244,2,0.6,3,17,h,-1,4,o,b,z
245,2,0.6,3,17,y,-1,4,o,b,z
246,2,0.6,3,17,z,0.9106778099051098,1,o,b,z
247,2,0.6,3,17,z,0.7488023192039464,1,o,b,z
248,2,0.6,3,17,z,0.6155295981328663,1,o,b,z
249,2,0.6,3,17,z,0.6655114718064397,1,o,b,z
250,2,0.6,3,17,o,0.9987113857176837,1,o,b,z
251,2,0.6,3,17,h,-1,4,o,b,z
252,2,0.6,3,17,z,0.782040055408288,1,o,b,z
253,2,0.6,3,17,b,-1,2,o,b,z
254,2,0.6,3,17,t,-1,4,o,b,z
255,2,0.6,3,17,a,-1,4,o,b,z
257,2,0.2,3,18,f,-1,4,b,o,z
258,2,0.2,3,18,k,-1,4,b,o,z
259,2,0.2,3,18,m,-1,4,b,o,z
260,2,0.2,3,18,n,-1,4,b,o,z
261,2,0.2,3,18,k,-1,4,b,o,z
262,2,0.2,3,18,y,-1,4,b,o,z
263,2,0.2,3,18,m,-1,4,b,o,z
264,2,0.2,3,18,t,-1,4,b,o,z
265,2,0.2,3,18,h,-1,4,b,o,z
266,2,0.2,3,18,i,-1,4,b,o,z
267,2,0.2,3,18,f,-1,4,b,o,z
268,2,0.2,3,18,a,-1,4,b,o,z
269,2,0.2,3,18,s,-1,4,b,o,z
271,2,0.2,2,19,y,-1,4,b,z,
272,2,0.2,2,19,j,-1,4,b,z,
273,2,0.2,2,19,k,-1,4,b,z,
274,2,0.2,2,19,b,0.6322233260012808,1,b,z,
275,2,0.2,2,19,m,-1,4,b,z,
276,2,0.2,2,19,i,-1,4,b,z,
277,2,0.2,2,19,k,-1,4,b,z,
278,2,0.2,2,19,f,-1,4,b,z,
279,2,0.2,2,19,m,-1,4,b,z,
280,2,0.2,2,19,y,-1,4,b,z,
281,2,0.2,2,19,b,0.682104078619659,1,b,z,
282,2,0.2,2,19,k,-1,4,b,z,
283,2,0.2,2,19,m,-1,4,b,z,
285,2,0.2,3,20,z,0.949791735904455,1,z,b,o
286,2,0.2,3,20,m,-1,4,z,b,o
287,2,0.2,3,20,r,-1,4,z,b,o
288,2,0.2,3,20,n,-1,4,z,b,o
289,2,0.2,3,20,j,-1,4,z,b,o
290,2,0.2,3,20,a,-1,4,z,b,o
291,2,0.2,3,20,z,1.1654874744216386,1,z,b,o
292,2,0.2,3,20,k,0.19884685774616173,3,z,b,o
293,2,0.2,3,20,s,-1,4,z,b,o
294,2,0.2,3,20,f,-1,4,z,b,o
295,2,0.2,3,20,y,-1,4,z,b,o
296,2,0.2,3,20,a,-1,4,z,b,o
297,2,0.2,3,20,m,-1,4,z,b,o
299,2,0.6,1,21,z,0.783134577635451,1,z,,
300,2,0.6,1,21,z,0.6487603916976923,1,z,,
301,2,0.6,1,21,z,0.7821339319699518,1,z,,
302,2,0.6,1,21,z,0.8488348892392423,1,z,,
303,2,0.6,1,21,f,-1,4,z,,
304,2,0.6,1,21,z,0.5822812970420728,1,z,,
305,2,0.6,1,21,z,0.7155120604214744,1,z,,
306,2,0.6,1,21,z,0.7488364286940623,1,z,,
307,2,0.6,1,21,z,0.6154653032530177,1,z,,
308,2,0.6,1,21,z,0.5654287940242284,1,z,,
309,2,0.6,1,21,z,0.5488235093473577,1,z,,
310,2,0.6,1,21,z,0.6155232592010407,1,z,,
312,2,0.4,3,22,b,0.966500858321524,1,b,z,o
313,2,0.4,3,22,o,0.8489115601288404,1,b,z,o
314,2,0.4,3,22,z,1.1821718448193224,1,b,z,o
315,2,0.4,3,22,i,-1,4,b,z,o
316,2,0.4,3,22,b,0.6325275947285718,1,b,z,o
317,2,0.4,3,22,z,0.9654947792859048,1,b,z,o
318,2,0.4,3,22,o,1.0154443545926597,1,b,z,o
319,2,0.4,3,22,m,-1,4,b,z,o
320,2,0.4,3,22,i,-1,4,b,z,o
321,2,0.4,3,22,k,-1,4,b,z,o
322,2,0.4,3,22,o,0.6154888478567955,1,b,z,o
323,2,0.4,3,22,h,-1,4,b,z,o
324,2,0.4,3,22,i,-1,4,b,z,o
326,2,0.2,2,23,a,-1,4,b,z,
327,2,0.2,2,23,a,-1,4,b,z,
328,2,0.2,2,23,n,-1,4,b,z,
329,2,0.2,2,23,k,-1,4,b,z,
330,2,0.2,2,23,h,-1,4,b,z,
331,2,0.2,2,23,s,-1,4,b,z,
332,2,0.2,2,23,s,-1,4,b,z,
333,2,0.2,2,23,z,0.9154715516285705,1,b,z,
334,2,0.2,2,23,i,-1,4,b,z,
335,2,0.2,2,23,s,-1,4,b,z,
336,2,0.2,2,23,j,-1,4,b,z,
337,2,0.2,2,23,y,-1,4,b,z,
339,2,0.8,2,24,b,0.9831538359139813,1,o,b,
340,2,0.8,2,24,o,0.8156040956744164,1,o,b,
341,2,0.8,2,24,o,0.6603881056282717,1,o,b,
342,2,0.8,2,24,o,0.5654097772288651,1,o,b,
343,2,0.8,2,24,f,-1,4,o,b,
344,2,0.8,2,24,b,0.7321158358289495,1,o,b,
345,2,0.8,2,24,o,0.6321871035337381,1,o,b,
346,2,0.8,2,24,b,0.8487660665508656,1,o,b,
347,2,0.8,2,24,f,-1,4,o,b,
348,2,0.8,2,24,b,0.7488216378532115,1,o,b,
349,2,0.8,2,24,o,0.6488708702236181,1,o,b,
351,2,0.8,1,25,b,0.6165435253698206,1,b,,
352,2,0.8,1,25,b,0.38215276765311046,1,b,,
353,2,0.8,1,25,k,-1,4,b,,
354,2,0.8,1,25,b,0.4822001285293709,1,b,,
355,2,0.8,1,25,i,-1,4,b,,
356,2,0.8,1,25,b,0.5654692424463974,1,b,,
357,2,0.8,1,25,b,0.48219469515925084,1,b,,
358,2,0.8,1,25,b,0.598797534819596,1,b,,
359,2,0.8,1,25,h,-1,4,b,,
360,2,0.8,1,25,s,-1,4,b,,
361,2,0.8,1,25,b,0.4654107129758813,1,b,,
362,2,0.8,1,25,b,0.5488138500226114,1,b,,
364,2,0.4,2,26,k,-1,4,o,z,
365,2,0.4,2,26,m,-1,4,o,z,
366,2,0.4,2,26,o,0.9821927331089455,1,o,z,
367,2,0.4,2,26,z,0.7487802838694506,1,o,z,
368,2,0.4,2,26,o,0.9782327118463172,1,o,z,
369,2,0.4,2,26,z,0.6988044472738011,1,o,z,
370,2,0.4,2,26,o,0.5488220000778483,1,o,z,
371,2,0.4,2,26,h,-1,4,o,z,
372,2,0.4,2,26,o,0.5487235957077701,1,o,z,
373,2,0.4,2,26,z,0.54888840793501,1,o,z,
374,2,0.4,2,26,o,0.7822857644796386,1,o,z,
375,2,0.4,2,26,h,-1,4,o,z,
377,2,0.8,2,27,z,0.9498173934855458,1,z,o,
378,2,0.8,2,27,a,-1,4,z,o,
379,2,0.8,2,27,o,0.9654630846268901,1,z,o,
380,2,0.8,2,27,o,0.5987042619657359,1,z,o,
381,2,0.8,2,27,i,-1,4,z,o,
382,2,0.8,2,27,h,-1,4,z,o,
383,2,0.8,2,27,t,-1,4,z,o,
384,2,0.8,2,27,o,0.6486333112073908,1,z,o,
385,2,0.8,2,27,z,0.8821064330800255,1,z,o,
386,2,0.8,2,27,z,0.8488128539048603,1,z,o,
387,2,0.8,2,27,o,0.9988004326170312,1,z,o,
388,2,0.8,2,27,h,-1,4,z,o,
389,2,0.8,2,27,z,0.8488795636158102,1,z,o,
391,2,0.4,3,28,j,-1,4,z,b,o
392,2,0.4,3,28,k,-1,4,z,b,o
393,2,0.4,3,28,h,-1,4,z,b,o
394,2,0.4,3,28,o,0.6444315049741363,1,z,b,o
395,2,0.4,3,28,b,-1,2,z,b,o
396,2,0.4,3,28,n,0.26995880599884003,3,z,b,o
397,2,0.4,3,28,a,-1,4,z,b,o
398,2,0.4,3,28,o,0.7320150166276562,1,z,b,o
399,2,0.4,3,28,r,-1,4,z,b,o
400,2,0.4,3,28,b,-1,2,z,b,o
401,2,0.4,3,28,s,-1,4,z,b,o
402,2,0.4,3,28,r,-1,4,z,b,o
403,2,0.4,3,28,b,0.5488226037856521,1,z,b,o
405,2,0.6,3,29,o,0.8498536461385129,1,o,z,b
406,2,0.6,3,29,o,0.5321047276055424,1,o,z,b
407,2,0.6,3,29,b,-1,2,o,z,b
408,2,0.6,3,29,b,0.6987630932900402,1,o,z,b
409,2,0.6,3,29,f,-1,4,o,z,b
410,2,0.6,3,29,b,0.8820566271872394,1,o,z,b
411,2,0.6,3,29,n,-1,4,o,z,b
412,2,0.6,3,29,b,0.6608402827646387,1,o,z,b
413,2,0.6,3,29,z,1.0653839687207665,1,o,z,b
414,2,0.6,3,29,o,0.865412705211611,1,o,z,b
415,2,0.6,3,29,z,0.9655147016430874,1,o,z,b
416,2,0.6,3,29,z,0.6155286925711607,1,o,z,b
417,2,0.6,3,29,b,1.0154362045374228,1,o,z,b
419,2,0.8,2,30,o,1.04977751858587,1,o,b,
420,2,0.8,2,30,o,0.565509087160649,1,o,b,
421,2,0.8,2,30,b,0.8321028259260856,1,o,b,
422,2,0.8,2,30,o,0.6320521748422152,1,o,b,
423,2,0.8,2,30,y,0.21537064187123178,3,o,b,
424,2,0.8,2,30,o,0.4155015860912954,1,o,b,
425,2,0.8,2,30,b,0.665235879199372,1,o,b,
426,2,0.8,2,30,n,-1,4,o,b,
427,2,0.8,2,30,b,0.41544634682827564,1,o,b,
428,2,0.8,2,30,b,0.598843416611885,1,o,b,
429,2,0.8,2,30,b,0.6321532958974103,1,o,b,
430,2,0.8,2,30,o,0.6821149453598991,1,o,b,
432,2,0.4,1,31,t,-1,4,o,,
433,2,0.4,1,31,t,-1,4,o,,
434,2,0.4,1,31,h,-1,4,o,,
435,2,0.4,1,31,k,-1,4,o,,
436,2,0.4,1,31,j,-1,4,o,,
437,2,0.4,1,31,o,0.49876073882967376,1,o,,
438,2,0.4,1,31,k,-1,4,o,,
439,2,0.4,1,31,o,0.3988184231091054,1,o,,
440,2,0.4,1,31,i,-1,4,o,,
441,2,0.4,1,31,i,-1,4,o,,
442,2,0.4,1,31,r,-1,4,o,,
443,2,0.4,1,31,n,-1,4,o,,
444,2,0.4,1,31,o,0.4821204391007541,1,o,,
446,2,0.8,3,32,o,0.5499165223050113,1,o,z,b
447,2,0.8,3,32,s,-1,4,o,z,b
448,2,0.8,3,32,n,-1,4,o,z,b
449,2,0.8,3,32,z,1.015225208663992,1,o,z,b
450,2,0.8,3,32,b,0.982243746417339,1,o,z,b
451,2,0.8,3,32,b,0.5987133175825647,1,o,z,b
452,2,0.8,3,32,o,1.0488179250502299,1,o,z,b
453,2,0.8,3,32,b,0.7820545443952369,1,o,z,b
454,2,0.8,3,32,t,-1,4,o,z,b
455,2,0.8,3,32,j,-1,4,o,z,b
456,2,0.8,3,32,z,0.8320291735753926,1,o,z,b
457,2,0.8,3,32,o,1.0488248676898593,1,o,z,b
458,2,0.8,3,32,o,0.6654981902349846,1,o,z,b
460,2,0.8,1,33,b,0.7831880057750595,1,b,,
461,2,0.8,1,33,b,0.4988543135374357,1,b,,
462,2,0.8,1,33,b,0.31544879184480124,1,b,,
463,2,0.8,1,33,b,0.41543548008803555,1,b,,
464,2,0.8,1,33,t,0.39885977709298004,3,b,,
465,2,0.8,1,33,b,-1,2,b,,
466,2,0.8,1,33,b,0.5154532592825944,1,b,,
467,2,0.8,1,33,b,0.39882053608641854,1,b,,
468,2,0.8,1,33,n,-1,4,b,,
469,2,0.8,1,33,b,0.5155323450032938,1,b,,
470,2,0.8,1,33,b,0.38209692468228695,1,b,,
471,2,0.8,1,33,b,0.515452051866987,1,b,,
472,2,0.8,1,33,b,0.4655166636935064,1,b,,
474,2,0.2,1,34,j,-1,4,z,,
475,2,0.2,1,34,k,-1,4,z,,
476,2,0.2,1,34,y,-1,4,z,,
477,2,0.2,1,34,t,-1,4,z,,
478,2,0.2,1,34,a,-1,4,z,,
479,2,0.2,1,34,f,-1,4,z,,
480,2,0.2,1,34,k,-1,4,z,,
481,2,0.2,1,34,s,-1,4,z,,
482,2,0.2,1,34,j,-1,4,z,,
483,2,0.2,1,34,h,-1,4,z,,
484,2,0.2,1,34,z,0.7651416705982683,1,z,,
485,2,0.2,1,34,z,0.548855204006486,1,z,,
486,2,0.2,1,34,i,-1,4,z,,
488,2,0.6,2,35,k,-1,4,o,b,
489,2,0.6,2,35,o,0.6821351695709836,1,o,b,
490,2,0.6,2,35,o,0.548828942717364,1,o,b,
491,2,0.6,2,35,b,0.6989001349588762,1,o,b,
492,2,0.6,2,35,y,-1,4,o,b,
493,2,0.6,2,35,b,0.6988868533874211,1,o,b,
494,2,0.6,2,35,o,0.6321188845531651,1,o,b,
495,2,0.6,2,35,b,0.5821795722790739,1,o,b,
496,2,0.6,2,35,b,0.6321209975303645,1,o,b,
497,2,0.6,2,35,m,-1,4,o,b,
498,2,0.6,2,35,b,0.5320525068814277,1,o,b,
499,2,0.6,2,35,i,-1,4,o,b,
